locode,name,country_code,latitude,longitude,port_size,max_vessel_size,channel_depth_m,cargo_depth_m,teu_thousands,zone_code,wpi_id,function,status,active
GBROW,Rowhedge,GB,,,,,,,,,,1-------,AF,1
GBRUM,Ruan Minor,GB,49.9833,-5.1833,,,,,,,,1-------,RL,1
GBRDH,Rudh Re - Red Point,GB,57.6333,-5.8167,,,,,,,,1-------,RL,1
GBRUN,Runcorn,GB,53.3333,-2.75,,,,,,,,1-------,AF,1
GBRYD,Ryde,GB,50.7333,-1.1667,,,,,,,,1-3-----,RL,1
GBRYE,Rye,GB,,,,,,,,,,1-------,AF,1
GBABJ,Saint Abbs,GB,55.9,-2.1333,,,,,,,,1-3-----,AA,1
GBSAG,Saint Agnes,GB,49.8833,-6.3333,,,,,,,,1-------,RL,1
GBTBR,Saint Brelade,GB,49.2,-2.2,,,,,,,,1-------,RL,1
GBCNP,Saint Catherine's Point,GB,50.5667,-1.3,,,,,,,,1-------,RL,1
GBSZC,Saint Clement,GB,50.25,-5.0167,,,,,,,,1-3-----,RQ,1
GBSCM,Saint Combs and Charleston,GB,57.6667,-1.9167,,,,,,,,1-------,RL,1
GBSVS,Saint David's,GB,51.8833,-5.2667,,,,,,,,1-------,RL,1
GBSHY,Saint Helens,GB,53.45,-2.7333,,,,,,,,1-------,AF,1
GBTLE,Saint Helens,GB,50.6833,-1.1,,,,,,,,1-3-----,RL,1
GBTNR,Saint Helier,GB,49.1833,-2.1,,,,,,,,1-------,RL,1
GBSJU,Saint Just,GB,50.1,-5.6833,,,,,,,,1-------,RL,1
GBSKV,Saint Keverne,GB,50.05,-5.1,,,,,,,,1-------,RL,1
GBLDS,Saint Leonards-on-Sea,GB,50.85,0.5667,,,,,,,,123-----,RL,1
GBSGP,Saint Margaret's Hope,GB,58.8333,-2.95,Very Small,,56.7,56.7,,EU-NEU,32470,1-------,RQ,1
GBSMH,"Saint Margaret's Hope, South Ronaldsay",GB,58.8333,-2.9667,,,,,,,,1-3-----,AA,1
GBSQK,Saint Martins,GB,49.95,-6.2833,,,,,,,,1-3-----,RQ,1
GBSVZ,Saint Mary's,GB,49.9167,-6.3,,,,,,,,1-3-----,RQ,1
GBSMA,Saint Marys Bay,GB,51.0167,0.9667,,,,,,,,123-----,AA,1
GBSMV,Saint Mawes,GB,50.15,-5.0167,,,,,,,,1-3-----,AA,1
GBSMM,Saint Michael's Mount,GB,50.1167,-5.4667,,,,,,,,1-------,AA,1
GBSNV,Saint Minver,GB,50.55,-4.8667,,,,,,,,1-------,RL,1
GBSMC,Saint Monance (Saint Monans),GB,56.2167,-2.7667,,,,,,,,1-3-----,AA,1
GBUEN,Saint Ouen,GB,49.2167,-2.2,,,,,,,,1-------,RL,1
GBPPO,Saint Peter Port,GB,49.45,-2.5333,Small,medium vessels,53.0,42.1,,EU-NEU,36000,1-3-----,RL,1
GBSTQ,Saint Quivox,GB,55.4833,-4.5667,,,,,,,,123-----,RL,1
GBSMP,Saint Sampson (Golant),GB,50.3667,-4.65,,,,,,,,123-----,RL,1
GBASA,Saint-Anne's-on-Sea,GB,53.75,-3.05,,,,,,,,123-----,RL,1
GBSCB,Salcombe,GB,50.2333,-3.7833,,,,,,,,1-3-----,AA,1
GBAEN,Salen,GB,56.7,-5.7833,,,,,,,,1-------,RL,1
GBSFY,Salford,GB,53.4833,-2.2667,Major,medium vessels,49.4,49.4,,EU-NEU,34700,1-------,AF,1
GBSED,Salt End,GB,53.7333,-0.2333,,,,,,,,1-------,AF,1
GBSLC,Saltcoats,GB,55.6167,-4.8,,,,,,,,123-----,AF,1
GBSTH,Salthouse,GB,52.9333,1.1,,,,,,,,1-------,RL,1
GBSNJ,Sand,GB,60.2167,-1.3833,,,,,,,,1-3-----,AA,1
GBNDY,Sanday,GB,,,,,,,,,,1--4----,AF,1
GBSAD,Sandford,GB,50.8167,-3.6667,,,,,,,,1----6--,RL,1
GBSPI,Sandhaven and Pitullie,GB,57.6833,-2.0333,,,,,,,,1-------,RL,1
GBSNK,Sandness,GB,60.3,-1.65,,,,,,,,1-3-----,AA,1
GBSDO,Sandown,GB,50.65,-1.15,,,,,,,,1-------,RL,1
GBSDS,Sandside,GB,58.5667,-3.7833,,,,,,,,1-------,RQ,1
GBSDW,Sandwich,GB,51.2667,1.35,,,,,,,,123-----,AA,1
GBSWC,Sandwick,GB,59.9833,-1.25,,,,,,,,1-------,RL,1
GBSRX,Sark,GB,49.4333,-2.3667,,,,,,,,1-------,RQ,1
GBSAU,Saundersfoot,GB,51.7,-4.7167,,,,,,,,123-----,AA,1
GBSCG,"Scalasaig, Colonsay",GB,56.0667,-6.1667,,,,,,,,1-3-----,AA,1
GBSWY,Scalloway,GB,60.1333,-1.2833,Very Small,medium vessels,45.7,45.7,,EU-NEU,32590,1-------,AF,1
GBSCC,"Scalpay, Outer Hebridies",GB,57.8667,-6.6833,,,,,,,,1-3-----,AA,1
GBSCF,Scapa,GB,58.9667,-2.9833,Small,large vessels,27.4,56.7,,EU-NEU,32500,1-3-----,AA,1
GBSFW,Scapa Flow,GB,58.8833,-3.0667,,,,,,,,1-------,AF,1
GBSCA,Scarborough,GB,54.28,-0.4,Very Small,medium vessels,56.7,49.4,,,31690,1-------,AF,1
GBSF5,Scarcliffe,GB,53.35,-1.4333,,,,,,,,1----6--,RL,1
GBSFK,Scarfskerry,GB,58.65,-3.2667,,,,,,,,1-------,RL,1
GBSCN,"Scarinish, Tiree",GB,56.5167,-6.8167,,,,,,,,1-3-----,AA,1
GBSCO,"Sconser, Isle of Skye",GB,57.3,-6.1167,,,,,,,,1-3-----,AA,1
GBRIE,Scourie,GB,58.35,-5.15,,,,,,,,1-------,RL,1
GBSCR,Scrabster,GB,58.6167,-3.55,Small,large vessels,5.5,42.1,,EU-NEU,32780,1-------,AF,1
GBSCP,Scunthorpe,GB,53.5833,-0.65,,,,,,,,123-----,AF,1
GBSFR,Seaford,GB,50.7667,0.1,,,,,,,,123-----,AA,1
GBSEF,Seaforth,GB,53.4667,-3.0167,,,,,,,,1-------,AF,1
GBSEA,Seaham,GB,54.83,-1.32,Small,medium vessels,56.7,45.7,,,31750,1-------,AF,1
GBSHU,Seahouses,GB,55.5833,-1.6667,,,,,,,,1-3-----,AA,1
GBXSS,Seal Sands,GB,54.6333,-1.1333,Major,medium vessels,27.4,45.7,,EU-NEU,31720,1-------,RL,1
GBEON,Seaton,GB,50.7167,-3.0833,,,,,,,,123-----,RL,1
GBSVW,Seaview,GB,50.6833,-1.3,,,,,,,,1-------,RL,1
GBSLB,Selby,GB,53.7833,-1.0667,,,,,,,,123-----,AA,1
GBSSY,Selsey,GB,50.7333,-0.8,,,,,,,,1-3-----,AA,1
GBSNC,Sennen Cove,GB,50.0667,-5.7,,,,,,,,1-3-----,AA,1
GBSVI,Sevington,GB,51.1167,0.9,,,,,,,,1-3-----,RQ,1
GBSHN,Shandon,GB,56.05,-4.8,,,,,,,,123-----,AA,1
GBSAI,Shanklin,GB,50.6167,-1.1833,,,,,,,,1-------,RL,1
GBSPY,Shapinsay,GB,59.05,-2.85,,,,,,,,1-------,AI,1
GBSSS,Sharpness,GB,51.72,-2.48,Small,large vessels,56.7,45.7,,EU-NEU,35040,1-------,AF,1
GBSEZ,Sheen,GB,53.15,-1.8333,,,,,,,,1-------,RL,1
GBSHS,Sheerness,GB,51.45,0.75,Very Small,medium vessels,34.7,34.7,,EU-NEU,31370,1-------,AF,1
GBSHE,Sheffield,GB,53.3667,-1.5,,,,,,,,1-------,AF,1
GBEIL,Sheildaig,GB,54.2167,-2.8,,,,,,,,1-------,RQ,1
GBSDQ,Sheldon,GB,52.45,-1.7667,,,,,,,,1-------,RL,1
GBSHV,Shell Haven,GB,,,,,,,,,,1-------,AF,1
GBSGM,Sheringham,GB,52.9333,1.2,,,,,,,,123-----,AA,1
GBTLD,Shetland,GB,60.5333,-1.2167,,,,,,,,1-------,RL,1
GBSHX,Shieldaig,GB,57.5167,-5.6333,,,,,,,,1-3-----,AA,1
GBIFN,Shifnal,GB,52.6667,-2.3667,,,,,,,,1-------,RL,1
GBSYL,Shinness,GB,58.0833,-4.4667,,,,,,,,1-3-----,RL,1
GBSSK,Shiskine,GB,55.5167,-5.3,,,,,,,,1-3-----,RQ,1
GBEEN,Shobdon,GB,52.25,-2.8667,,,,,,,,1-------,RL,1
GBSHO,Shoreham,GB,51.3167,0.1833,,,,,,,,1-3-----,AF,1
GBESH,Shoreham-by-Sea,GB,50.8333,-0.2667,Very Small,medium vessels,56.7,45.7,,EU-NEU,35630,123-----,AA,1
GBSHT,Shotton,GB,,,,,,,,,,1-------,AF,1
GBOHT,Shotts,GB,55.8167,-3.7833,,,,,,,,1-------,RL,1
GBSES,Sidlesham,GB,50.7833,-0.7833,,,,,,,,1-------,RL,1
GBSDM,Sidmouth,GB,50.6833,-3.25,,,,,,,,1-3-----,AF,1
GBSIL,Silloth,GB,54.87,-3.4,Small,medium vessels,49.4,49.4,,,34590,1-------,AF,1
GBSVT,Silvertown,GB,51.5,0.0333,,,,,,,,1-------,AF,1
GBSMW,Simonswood,GB,53.5,-2.8667,,,,,,,,1-------,AF,1
GBSZB,Sizewell Beach,GB,52.2,1.6167,,,,,,,,1-------,RL,1
GBSKE,Skegness,GB,53.15,0.3333,,,,,,,,123-----,AA,1
GBSKZ,Skeld,GB,60.1667,-1.4333,,,,,,,,1-3-----,AA,1
GBSKR,Skerray,GB,58.5333,-4.3,,,,,,,,1-------,RL,1
GBATS,Sleat,GB,57.05,-5.9,,,,,,,,1-------,RL,1
GBSJJ,Small Heath,GB,52.45,-1.8167,,,,,,,,1-------,RL,1
GBSID,Snape Bridge,GB,52.15,1.5,,,,,,,,1-------,RQ,1
GBSZT,Snizort,GB,57.4833,-6.3167,,,,,,,,1-------,RL,1
GBSDL,Snodland,GB,,,,,,,,,,1-3-----,AF,1
GBSLV,Solva (Solfach),GB,51.8667,-5.1833,,,,,,,,1-3-----,AA,1
GBSPT,Sompting,GB,50.8167,-0.35,,,,,,,,1----6--,RL,1
GBSUT,South Arne,GB,56.0667,4.25,,,,,,,,1-----7-,RQ,1
GBLUI,"South Cuan, Luing",GB,56.2667,-5.6333,,,,,,,,1-3-----,AA,1
GBTRS,South Harris,GB,58.0167,-6.35,,,,,,,,1-------,RL,1
GBSHG,South Hayling,GB,50.7833,-0.9667,,,,,,,,1-3-----,AF,1
GBOTC,South Lochs,GB,58.1,-6.4833,,,,,,,,1-------,RL,1
GBSOQ,South Queensferry,GB,55.9833,-3.4,,,,,,,,123-----,AF,1
GBSRY,South Ronaldsay,GB,58.7333,-2.9667,,,,,,,,1-------,RL,1
GBSSH,South Shields,GB,54.9833,-1.4167,,,,,,,,1-------,AF,1
GBTHT,South Uist and Eriskay,GB,57.0667,-7.2667,,,,,,,,1-------,RQ,1
GBSOU,Southampton,GB,44.5,-81.38,Very Small,medium vessels,56.7,56.7,,,3760,1--4----,AF,1
GBSND,Southend,GB,,,,,,,,,,1-------,AF,1
GBSEC,Southend Argyll,GB,55.3167,-5.6333,,,,,,,,1-------,RL,1
GBSAA,Southend-on-Sea,GB,51.5333,0.7,,,,,,,,123--6--,RL,1
GBSRQ,Southerness,GB,54.8667,-3.6,,,,,,,,1-3-----,RQ,1
GBSRT,Southport,GB,53.65,-3.0,Very Small,medium vessels,56.7,56.7,,,7580,123-----,AA,1
GBSHK,Southwick,GB,50.8333,-0.2333,,,,,,,,123-----,RL,1
GBSWD,Southwold,GB,,,,,,,,,,1-------,AF,1
GBSUH,Spurn Head,GB,,,,,,,,,,1-------,AF,1
GBAIS,St Agnes,GB,49.8833,-6.3333,,,,,,,,1-------,RL,1
GBSNW,St Andrews,GB,56.3333,-2.7833,,,,,,,,1-34----,AF,1
GBSPQ,Stackpole Quay,GB,51.6167,-4.9,,,,,,,,1-------,RL,1
GBSTZ,Staithes,GB,54.55,-0.8,,,,,,,,1-3-----,AA,1
GBSRI,Stalbridge,GB,50.95,-2.3667,,,,,,,,1-3-----,RQ,1
GBERE,Stamford Bridge,GB,,,,,,,,,,1----6--,RQ,1
GBTND,Standlake,GB,51.7167,-1.4167,,,,,,,,1-3-----,RQ,1
GBSOW,Stanlow,GB,52.5833,-2.3,,,,,,,,1-------,AF,1
GBTED,Stanstead,GB,52.1,0.6833,,,,,,,,1-------,RL,1
GBSBA,Stapleford Abbots,GB,51.6333,0.1667,,,,,,,,1-------,RL,1
GBSXE,Staxigoe,GB,58.4333,-3.0333,Small,medium vessels,23.8,56.7,,EU-NEU,32380,1-------,RL,1
GBST2,Stechford,GB,52.4833,-1.8,,,,,,,,1----6--,RL,1
GBSYY,Steynton,GB,51.7167,-5.0167,,,,,,,,123-----,AA,1
GBSGT,Stillington,GB,,,,,,,,,,1----6--,RQ,1
GBSCH,Stockinish,GB,57.8,-6.1667,,,,,,,,1-------,RL,1
GBSCT,Stockton,GB,52.25,-2.7,Small,large vessels,42.1,34.7,,NAW-USA,16520,1-------,AF,1
GBSTT,Stockton-on-Tees,GB,54.5667,-1.3167,,,,,,,,123-----,AA,1
GBSOT,Stoke on Trent,GB,53.0,-2.1833,,,,,,,,1-------,AF,1
GBSVN,Stonehaven,GB,56.9667,-2.2167,,,,,,,,123-----,AA,1
GBYVZ,Stonehouse,GB,,,,,,,,,,1-------,AF,1
GBSTO,Stornoway,GB,58.2167,-6.3667,Very Small,medium vessels,45.7,45.7,,EU-NEU,33020,1--4----,AF,1
GBSYR,Stourton/Leeds,GB,53.7833,-1.5333,,,,,,,,123-----,RL,1
GBSBI,Stowbridge,GB,52.6333,0.3667,,,,,,,,12------,RL,1
GBSJL,Strangford,GB,54.3667,-5.5667,,,,,,,,1-3-----,AA,1
GBSTR,Stranraer,GB,54.9,-5.0333,Very Small,medium vessels,49.4,49.4,,,33570,1-------,AF,1
GBSAV,Stratford-upon-Avon,GB,,,,,,,,,,123-----,AA,1
GBSRH,Strathaird,GB,57.1667,-6.05,,,,,,,,1-------,RL,1
GBSRC,Strathcarron,GB,57.4333,-5.4167,,,,,,,,1-3-----,RQ,1
GBHTA,Streatham,GB,51.4167,-1.1333,,,,,,,,1-------,RL,1
GBSRZ,Strete,GB,50.3167,-3.6333,,,,,,,,1-------,RL,1
GBSOA,Stroma,GB,58.6833,-3.1167,,,,,,,,1-------,RL,1
GBUTS,Stromeferry,GB,57.35,-5.5333,,,,,,,,1-------,RL,1
GBSNS,Stromness,GB,58.97,-3.3,Very Small,medium vessels,49.4,45.7,,,32450,1-------,AF,1
GBSFU,Stuartfield,GB,57.5,-2.05,,,,,,,,1-3-----,RQ,1
GBSJY,Studland,GB,50.6333,-1.9333,,,,,,,,1-3-----,RQ,1
GBURT,Sturton by Stow,GB,53.3,-0.65,,,,,,,,1-------,RL,1
GBSUL,Sullom Voe,GB,60.4667,-1.3,Small,large vessels,23.8,53.0,,,32630,1-------,AF,1
GBSMU,Summercourt,GB,50.35,-4.9667,,,,,,,,1-------,RL,1
GBSUN,Sunderland,GB,54.9,-1.3833,Minor,large vessels,45.7,45.7,,EU-NEU,31760,1-------,AF,1
GBPSB,Sutton Bridge,GB,52.7667,0.1833,,,,,,,,1-3-----,AF,1
GBSWE,Swanage,GB,50.6167,-1.9667,,,,,,,,123-----,AA,1
GBSWA,Swansea,GB,51.6333,-3.9667,Small,large vessels,53.0,38.4,,EU-NEU,34950,1--4----,AF,1
GBSWN,Swinton,GB,53.5,-2.35,,,,,,,,1-------,AF,1
GBSYM,Symbister,GB,60.3333,-1.0333,,,,,,,,1-------,AF,1
GBTAD,Taddiport,GB,50.9333,-4.15,,,,,,,,1----6--,RL,1
GBTEZ,Talbot Green,GB,53.2,-3.7833,,,,,,,,1----6--,RL,1
GBTLN,Talmine,GB,58.5333,-4.4167,,,,,,,,1-------,RL,1
GBTAM,Tameside,GB,53.4833,-2.0833,,,,,,,,1-------,RL,1
GBTAR,"Tarbert, Loch Fyne",GB,55.8667,-5.4167,,,,,,,,1-3-----,AA,1
GBTAB,"Tarbert,Harris",GB,57.9,-6.8,Very Small,medium vessels,38.4,45.7,,EU-NEU,33030,1-------,AF,1
GBTAI,Tayinloan,GB,55.65,-5.65,,,,,,,,1-3-----,AA,1
GBTAY,Tayport,GB,56.45,-2.8833,,,,,,,,1-------,AF,1
GBTLI,Tayvallich,GB,56.0167,-5.6167,,,,,,,,1-------,RL,1
GBTEE,Teesport,GB,54.5833,-1.15,Major,medium vessels,27.4,45.7,,EU-NEU,31720,1-------,AF,1
GBTNM,Teignmouth,GB,50.55,-3.4667,,,,,,,,1-------,AF,1
GBENB,Tenbury,GB,52.3,-2.5833,,,,,,,,1----6--,RL,1
GBTEN,Tenby (Dinbych-y-pysgod),GB,51.6667,-4.7167,,,,,,,,123-----,AA,1
GBRIG,Tendring,GB,51.8833,-1.1,,,,,,,,1----6--,RL,1
GBTTL,Tetney Terminal,GB,53.4833,0.0167,,,,,,,,1-------,AF,1
GBKHA,Thakeham,GB,50.9333,-0.4167,,,,,,,,1----6--,RL,1
GBTHS,Thames Haven,GB,,,,,,,,,,1-------,AF,1
GBTHP,Thamesport,GB,51.43,0.7,Small,large vessels,34.7,23.8,,EU-NEU,31376,1-------,AF,1
GBFTI,The Forties,GB,52.7667,-1.4833,,,,,,,,1-------,RL,1
GBTRL,Thornhill,GB,53.35,-1.7,,,,,,,,123-----,RL,1
GBNLE,Thornley,GB,54.75,-1.4333,,,,,,,,1----6--,RL,1
GBTPB,Thorpe Bay,GB,51.8833,0.75,,,,,,,,1----6--,RL,1
GBNSS,Thorpeness,GB,52.1667,1.6167,,,,,,,,1----6--,RL,1
GBRSL,Thundersley,GB,51.55,0.5833,,,,,,,,1----6--,RL,1
GBFUU,Thurnscoe,GB,53.5333,-1.3,,,,,,,,1-------,RL,1
GBTHR,Thurso,GB,58.5833,-3.5167,Very Small,,56.7,,,,2460,123-----,AA,1
GBTIG,Tighnabruaich,GB,55.9,-5.2333,,,,,,,,1-3-----,AA,1
GBTIL,Tilbury,GB,51.47,0.33,Small,medium vessels,,38.4,,EU-NEU,31430,1-------,AF,1
GBTFO,Tilford,GB,51.1833,-0.75,,,,,,,,1-3--6--,AQ,1
GBTWL,Tingwall,GB,60.1667,-1.2167,,,,,,,,1--4----,AF,1
GBTNG,Tingwall Orkney,GB,59.0833,-3.05,,,,,,,,1-3-----,AA,1
GBTVD,Tividale,GB,52.5167,-2.0667,,,,,,,,123-----,RL,1
GBTOB,Tobermory,GB,56.6333,-6.0833,Very Small,medium vessels,12.8,56.7,,EU-NEU,33140,1-------,AF,1
GBTBN,Toberonochy,GB,56.2,-5.6167,,,,,,,,1-------,RL,1
GBTFT,Toft Shetland,GB,60.4667,-1.2167,,,,,,,,1-3-----,AA,1
GBTOL,Tollesbury,GB,,,,,,,,,,1-------,AF,1
GBTGU,Tongue,GB,58.4667,-4.4167,,,,,,,,1-3-----,RQ,1
GBTHM,Topsham,GB,50.6833,-3.45,,,,,,,,1-------,AF,1
GBTBY,Torbay/Paignton,GB,50.45,-3.5667,,,,,,,,123-----,AA,1
GBTPO,Torpoint,GB,50.3833,-4.2167,,,,,,,,1-3--6--,AQ,1
GBTOR,Torquay,GB,50.45,-3.5,Very Small,medium vessels,49.4,53.0,,EU-NEU,35410,1-------,AF,1
GBTRD,Torridon,GB,57.5333,-5.5167,,,,,,,,1-------,RL,1
GBTRA,Tranmere,GB,53.3667,-3.0167,,,,,,,,1-------,AF,1
GBTRR,Trearddur,GB,53.2833,-4.6167,,,,,,,,1-3-----,AA,1
GBTFR,Trefforest,GB,51.5833,-3.3167,,,,,,,,1-3-----,AF,1
GBTRO,Trefor,GB,53.0,-4.4,,,,,,,,1-------,RL,1
GBTSO,Tresco,GB,49.95,-6.3333,,,,,,,,1-------,AF,1
GBTRN,Troon,GB,55.55,-4.65,Very Small,medium vessels,53.0,49.4,,EU-NEU,33550,123-----,AA,1
GBTRU,Truro,GB,,,,,,,,,,1-------,AF,1
GBTDI,Tudweiliog,GB,52.9,-4.6,,,,,,,,1-------,RL,1
GBTYD,Tyddewi (St David's),GB,51.8833,-5.25,,,,,,,,1-3-----,AA,1
GBTYN,Tyne,GB,55.0,-1.4333,Minor,large vessels,42.1,45.7,,EU-NEU,31765,1-------,RQ,1
GBTYM,Tynemouth,GB,55.0167,-1.4333,Minor,large vessels,42.1,45.7,,EU-NEU,31765,1-------,AF,1
GBUIG,Uig,GB,57.5833,-6.3667,Very Small,,31.1,49.4,,,32950,1-3-----,AF,1
GBULL,Ullapool,GB,57.9,-5.1667,Very Small,medium vessels,45.7,49.4,,,32820,1-------,AF,1
GBULS,"Ulsta, Yell",GB,60.5,-1.1667,,,,,,,,1-3-----,AA,1
GBULF,Ulva Ferry,GB,56.4833,-6.1333,,,,,,,,1-------,RL,1
GBUPH,Upholland,GB,53.5333,-2.7167,,,,,,,,1----6--,RL,1
GBUPR,Upnor,GB,51.4,0.5167,,,,,,,,1-------,RL,1
GBUFY,Upper Froyle,GB,51.1833,-0.9167,,,,,,,,123--6--,AQ,1
GBUPI,Uppingham,GB,52.5833,-0.7167,,,,,,,,1----6--,RL,1
GBUYE,"Uyeasound, Unst",GB,60.7,-0.9167,,,,,,,,1-3-----,AA,1
GBVGI,Varg field,GB,,,,,,,,,,1-----7-,RQ,1
GBVEN,Ventnor,GB,50.6,-1.2,,,,,,,,1-3-----,AA,1
GBVID,Vidlin,GB,60.3667,-1.1333,,,,,,,,1-3-----,AA,1
GBVOE,Voe,GB,60.35,-1.25,,,,,,,,1-------,RL,1
GBWAB,Wadebridge,GB,50.5167,-4.8333,,,,,,,,1-3-----,AA,1
GBWFD,Wakefield,GB,53.7,-1.4833,,,,,,,,1-------,AF,1
GBWLK,Walker,GB,54.9833,-1.55,,,,,,,,1-3-----,AA,1
GBWLA,Wallasea,GB,,,,,,,,,,1-------,AF,1
GBQGT,Wallesbourne Hastings,GB,52.1833,-1.5833,,,,,,,,1----6--,RL,1
GBLOY,Walls,GB,60.2167,-1.55,,,,,,,,1-------,RL,1
GBWLZ,Walls Shetland,GB,60.2167,-1.5667,,,,,,,,1-3-----,AA,1
GBWTW,Wallsend,GB,54.9833,-1.5333,,,,,,,,1-3-----,AA,1
GBWMF,Walmer,GB,,,,,,,,,,1-3-----,AF,1
GBWGW,Walsgrave on Sowe,GB,52.4167,-1.4333,,,,,,,,1-------,RL,1
GBWNZ,Walton-on-the-Naze,GB,51.8667,1.2667,,,,,,,,123-----,AA,1
GBWRE,Wardle,GB,53.1167,-2.5833,,,,,,,,123-----,RL,1
GBWRH,Wareham,GB,50.6833,-2.1167,,,,,,,,123-----,AA,1
GBWKO,Warkworth,GB,55.35,-1.6,Very Small,,56.7,56.7,,EU-NEU,31830,1-3-----,RL,1
GBWND,Warndon,GB,52.2,-2.1667,,,,,,,,1----6--,RQ,1
GBWPT,Warrenpoint,GB,54.1,-6.25,Very Small,medium vessels,49.4,,,EU-NEU,33680,1-------,AF,1
GBWRN,Warrington,GB,53.3833,-2.6,,,,,,,,1-------,AF,1
GBWAT,Watchet,GB,,,,,,,,,,1-------,AF,1
GBFUC,Waterfoot,GB,,,,,,,,,,1-------,RQ,1
GBWFT,Waterfoot,GB,55.0667,-6.0667,,,,,,,,1-3-----,AA,1
GBWAF,Watford,GB,,,,,,,,,,1-------,AF,1
GBWLS,Wells,GB,,,,,,,,,,1-------,AF,1
GBWNS,Wells-next-the-Sea,GB,52.95,-0.8333,,,,,,,,1-3-----,AA,1
GBWBY,Wembley,GB,51.55,-0.2833,,,,,,,,1-------,AF,1
GBWMB,Wemyss Bay,GB,55.8833,-4.9,,,,,,,,1-------,AF,1
GBWAX,West Auckland,GB,54.6333,-1.7333,,,,,,,,1-3--6--,RL,1
GBWYX,West Bay,GB,50.7,-2.75,Very Small,medium vessels,,56.7,,EU-NEU,35440,1-------,RL,1
GBWBF,West Burrafirth,GB,60.3,-1.5333,,,,,,,,1-3-----,AA,1
GBCWH,West Chiltington,GB,50.9333,-0.45,,,,,,,,1----6--,RL,1
GBWGD,West Grinstead,GB,50.9667,-0.3333,,,,,,,,1-------,RL,1
GBARP,West Harptree,GB,51.3,-2.6167,,,,,,,,1----6--,RL,1
GBWKI,West Kirby,GB,,,,,,,,,,123-----,AF,1
GBWRB,West Loch Tarbert,GB,55.85,-5.4333,,,,,,,,1-------,RL,1
GBWMD,West Mainland,GB,60.2167,-1.3833,,,,,,,,1-------,RL,1
GBWMS,West Mersea,GB,51.7833,0.9167,,,,,,,,1-3-----,AA,1
GBLWT,West Thurrock,GB,,,,,,,,,,123-----,AF,1
GBWWE,West Wemyss,GB,56.1333,-3.0833,,,,,,,,1-3-----,AA,1
GBWYS,Westbury on Severn,GB,51.8167,-2.4167,,,,,,,,123--6--,AQ,1
GBWTE,Westerleigh,GB,51.5,-2.4167,,,,,,,,1-------,RL,1
GBWXW,Westgate,GB,54.7333,-2.1333,,,,,,,,1----6--,RL,1
GBWSP,Weston Point,GB,53.3167,-2.75,,,,,,,,123-----,AF,1
GBWSM,Weston-Super-Mare,GB,51.35,-2.9667,,,,,,,,123-----,AF,1
GBZOY,Westonzoyland,GB,51.1,-2.9167,,,,,,,,1----6--,RL,1
GBWRY,Westray,GB,,,,,,,,,,1--4----,AF,1
GBRWS,Wetheringsett,GB,52.25,1.1167,,,,,,,,1----6--,RL,1
GBWEY,Weymouth,GB,50.62,-2.45,Small,medium vessels,49.4,49.4,,EU-NEU,35460,1-------,AF,1
GBWLG,Whaligoe,GB,58.3333,-3.1833,,,,,,,,1-------,RQ,1
GBWNL,Whinnyfold,GB,57.3833,-1.8667,,,,,,,,1-------,RL,1
GBWTB,Whitby,GB,54.4833,-0.6167,Small,medium vessels,49.4,56.7,,EU-NEU,31700,1-------,AF,1
GBWCB,Whitcombe,GB,50.6833,-2.4,,,,,,,,1----6--,RL,1
GBWHB,Whitebooth Roads,GB,,,,,,,,,,1-------,AF,1
GBWHL,"Whitehall Village, Stronsay",GB,59.1333,-2.6167,Very Small,,53.0,56.7,,EU-NEU,32430,1-3-----,AA,1
GBWHV,Whitehaven,GB,,,,,,,,,,1-------,AF,1
GBWHE,Whitehead,GB,54.75,-5.7,Small,medium vessels,,38.4,,EU-NEU,33780,123-----,RL,1
GBHTS,Whitehills,GB,57.6667,-2.5667,,,,,,,,1-------,RL,1
GBYNT,Whitney,GB,52.1167,-3.0833,,,,,,,,1----6--,RL,1
GBWTS,Whitstable,GB,51.37,1.03,Small,,56.7,49.4,,,31360,1-------,AF,1
GBWIC,Wick Caithness,GB,58.4333,-3.0833,,,,,,,,1--4----,AF,1
GBWKM,Wickham,GB,50.9,-1.1833,,,,,,,,1-3--6--,RL,1
GBWDN,Widnes,GB,53.35,-2.7333,,,,,,,,1-------,AF,1
GBWGN,Wigan,GB,53.5333,-2.6167,,,,,,,,1-------,AF,1
GBWIG,Wigtown,GB,54.8667,-4.4333,,,,,,,,1-------,AF,1
GBESD,Willesden,GB,51.5333,-0.2333,,,,,,,,123-----,RL,1
GBWL2,Willingham,GB,52.3167,0.6667,,,,,,,,1-3-----,RL,1
GBINT,Wintringham,GB,54.1333,-0.65,,,,,,,,1-------,RL,1
GBWIS,Wisbech,GB,52.67,0.15,Small,medium vessels,,53.0,,EU-NEU,31600,1-------,AF,1
GBWEX,Withernsea,GB,53.7333,0.3333,,,,,,,,1-------,RL,1
GBWIV,Wivenhoe,GB,,,,,,,,,,1-------,AF,1
GBWUF,Wolvey,GB,,,,,,,,,,1-------,RQ,1
GBWOR,Workington,GB,54.57,-3.63,Very Small,medium vessels,56.7,49.4,,,34610,1-------,AF,1
GBWOT,Worthing,GB,50.8167,-0.3833,,,,,,,,123-----,AA,1
GBWYC,Wychbold,GB,52.2833,-2.1,,,,,,,,1-------,RL,1
